Qseqid	Sseqid	Pident	Length	Mismatch	Gapopen	Qstart	Qend	Sstart	Send	Evalue	Bitscore
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1747519;End=1748688;Strand=-	Seqid=LMGT_4071_8;Start=66688;End=67857;Strand=+	99.915	1170	1	0	1	1170	1	1170	0	2156
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1743448;End=1744446;Strand=-	Seqid=LMGT_4071_8;Start=70930;End=71928;Strand=+	99.9	999	1	0	1	999	1	999	0	1840
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1737111;End=1738298;Strand=-	Seqid=LMGT_4071_8;Start=77078;End=78265;Strand=+	99.832	1188	2	0	1	1188	1	1188	0	2183
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1724850;End=1727767;Strand=-	Seqid=LMGT_4071_102;Start=3;End=850;Strand=+	100	848	0	0	660	1507	1	848	0	1567
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1691065;End=1692744;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	87.5	496	61	1	1165	1660	124	618	2.56e-163	571
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1691065;End=1692744;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	91.729	133	11	0	1	133	1	133	3.89e-47	185
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1655303;End=1656997;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	87.298	496	62	1	1165	1660	124	618	1.2e-161	566
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1655303;End=1656997;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	91.729	133	11	0	1	133	1	133	3.93e-47	185
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1633328;End=1636245;Strand=-	Seqid=LMGT_4071_102;Start=3;End=850;Strand=+	100	848	0	0	660	1507	1	848	0	1567
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1630743;End=1632413;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	87.5	496	61	1	1165	1660	124	618	2.54e-163	571
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1630743;End=1632413;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	91.729	133	11	0	1	133	1	133	3.87e-47	185
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1509664;End=1512581;Strand=-	Seqid=LMGT_4071_102;Start=3;End=850;Strand=+	99.882	848	1	0	660	1507	1	848	0	1561
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1334569;End=1335381;Strand=-	Seqid=LMGT_4071_9;Start=70098;End=70910;Strand=-	100	813	0	0	1	813	1	813	0	1502
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1331935;End=1332909;Strand=-	Seqid=LMGT_4071_9;Start=67464;End=68438;Strand=-	99.897	975	1	0	1	975	1	975	0	1796
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1324568;End=1325830;Strand=-	Seqid=LMGT_4071_9;Start=60097;End=61359;Strand=-	99.842	1263	2	0	1	1263	1	1263	0	2322
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1322978;End=1323649;Strand=-	Seqid=LMGT_4071_9;Start=58507;End=59178;Strand=-	99.851	672	1	0	1	672	1	672	0	1236
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1322627;End=1322908;Strand=-	Seqid=LMGT_4071_9;Start=58156;End=58437;Strand=-	99.645	282	1	0	1	282	1	282	1.93e-147	516
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1321747;End=1322223;Strand=-	Seqid=LMGT_4071_9;Start=57276;End=57752;Strand=-	99.79	477	1	0	1	477	1	477	0	876
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1320511;End=1321347;Strand=-	Seqid=LMGT_4071_9;Start=56040;End=56876;Strand=-	99.881	837	1	0	1	837	1	837	0	1541
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1313161;End=1314300;Strand=-	Seqid=LMGT_4071_9;Start=48690;End=49829;Strand=-	99.737	1140	3	0	1	1140	1	1140	0	2089
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1310375;End=1312660;Strand=-	Seqid=LMGT_4071_9;Start=45904;End=48189;Strand=-	99.956	2286	1	0	1	2286	1	2286	0	4217
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1304394;End=1304846;Strand=-	Seqid=LMGT_4071_9;Start=39923;End=40375;Strand=-	99.558	453	2	0	1	453	1	453	0	826
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1303522;End=1304397;Strand=-	Seqid=LMGT_4071_9;Start=39051;End=39926;Strand=-	99.429	876	5	0	1	876	1	876	0	1591
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1300106;End=1301872;Strand=-	Seqid=LMGT_4071_9;Start=35635;End=37401;Strand=-	99.943	1767	1	0	1	1767	1	1767	0	3258
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1298819;End=1299595;Strand=-	Seqid=LMGT_4071_9;Start=34348;End=35124;Strand=-	99.871	777	1	0	1	777	1	777	0	1430
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1296980;End=1297402;Strand=-	Seqid=LMGT_4071_9;Start=32509;End=32931;Strand=-	99.527	423	2	0	1	423	1	423	0	771
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1294049;End=1295188;Strand=-	Seqid=LMGT_4071_9;Start=29578;End=30717;Strand=-	99.649	1140	4	0	1	1140	1	1140	0	2084
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1292934;End=1294046;Strand=-	Seqid=LMGT_4071_9;Start=28463;End=29575;Strand=-	99.91	1113	1	0	1	1113	1	1113	0	2050
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1292061;End=1292735;Strand=-	Seqid=LMGT_4071_9;Start=27590;End=28264;Strand=-	99.704	675	2	0	1	675	1	675	0	1236
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1289621;End=1292059;Strand=-	Seqid=LMGT_4071_9;Start=25150;End=27588;Strand=-	99.918	2439	2	0	1	2439	1	2439	0	4494
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1286692;End=1289322;Strand=-	Seqid=LMGT_4071_9;Start=22221;End=24851;Strand=-	99.848	2631	4	0	1	2631	1	2631	0	4837
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1281182;End=1281658;Strand=-	Seqid=LMGT_4071_9;Start=16711;End=17187;Strand=-	99.79	477	1	0	1	477	1	477	0	876
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1279918;End=1280646;Strand=-	Seqid=LMGT_4071_9;Start=15448;End=16176;Strand=-	99.726	729	2	0	1	729	1	729	0	1336
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1278924;End=1279928;Strand=-	Seqid=LMGT_4071_9;Start=14454;End=15458;Strand=-	99.9	1005	1	0	1	1005	1	1005	0	1851
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1277095;End=1278456;Strand=-	Seqid=LMGT_4071_9;Start=12625;End=13986;Strand=-	99.927	1362	1	0	1	1362	1	1362	0	2510
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1270802;End=1271380;Strand=-	Seqid=LMGT_4071_9;Start=6332;End=6910;Strand=-	99.827	579	1	0	1	579	1	579	0	1064
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1269874;End=1270227;Strand=-	Seqid=LMGT_4071_9;Start=5404;End=5757;Strand=-	100	354	0	0	1	354	1	354	0	654
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1265677;End=1267857;Strand=-	Seqid=LMGT_4071_9;Start=1207;End=3387;Strand=-	99.954	2181	1	0	1	2181	1	2181	0	4023
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1255310;End=1257145;Strand=-	Seqid=LMGT_4071_7;Start=5537;End=7372;Strand=+	99.837	1836	3	0	1	1836	1	1836	0	3374
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1254024;End=1255157;Strand=-	Seqid=LMGT_4071_7;Start=7525;End=8643;Strand=+	98.413	1134	3	1	1	1134	1	1119	0	1980
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1248802;End=1249788;Strand=-	Seqid=LMGT_4071_7;Start=12879;End=13865;Strand=+	99.899	987	1	0	1	987	1	987	0	1818
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1248094;End=1248783;Strand=-	Seqid=LMGT_4071_7;Start=13884;End=14573;Strand=+	99.565	690	3	0	1	690	1	690	0	1258
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1246032;End=1246250;Strand=-	Seqid=LMGT_4071_7;Start=16417;End=16635;Strand=+	99.543	219	1	0	1	219	1	219	1.54e-112	399
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1240666;End=1241481;Strand=-	Seqid=LMGT_4071_7;Start=21186;End=22001;Strand=+	99.755	816	2	0	1	816	1	816	0	1496
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1238801;End=1240606;Strand=-	Seqid=LMGT_4071_7;Start=22061;End=23866;Strand=+	99.779	1806	4	0	1	1806	1	1806	0	3314
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1229718;End=1230317;Strand=-	Seqid=LMGT_4071_7;Start=32350;End=32949;Strand=+	99.667	600	2	0	1	600	1	600	0	1098
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1224846;End=1225049;Strand=-	Seqid=LMGT_4071_7;Start=37618;End=37821;Strand=+	99.51	204	1	0	1	204	1	204	3.1e-104	372
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1223863;End=1224849;Strand=-	Seqid=LMGT_4071_7;Start=37818;End=38804;Strand=+	99.595	987	4	0	1	987	1	987	0	1801
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1223540;End=1223863;Strand=-	Seqid=LMGT_4071_7;Start=38804;End=39127;Strand=+	99.074	324	3	0	1	324	1	324	2.17e-167	582
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1222540;End=1222860;Strand=-	Seqid=LMGT_4071_7;Start=39807;End=40781;Strand=+	100	314	0	0	1	314	1	314	7.73e-167	580
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1208142;End=1208681;Strand=-	Seqid=LMGT_4071_7;Start=39807;End=40781;Strand=+	100	540	0	0	1	540	436	975	0	998
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1208142;End=1208681;Strand=-	Seqid=LMGT_4071_7;Start=40753;End=41817;Strand=+	100	29	0	0	512	540	1	29	3.59e-8	54.7
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1207106;End=1208170;Strand=-	Seqid=LMGT_4071_7;Start=40753;End=41817;Strand=+	99.812	1065	2	0	1	1065	1	1065	0	1956
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1207106;End=1208170;Strand=-	Seqid=LMGT_4071_7;Start=39807;End=40781;Strand=+	100	29	0	0	1	29	947	975	7.21e-8	54.7
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1206772;End=1207092;Strand=-	Seqid=LMGT_4071_7;Start=41831;End=42151;Strand=+	99.688	321	1	0	1	321	1	321	4.62e-169	588
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1206339;End=1206782;Strand=-	Seqid=LMGT_4071_7;Start=42216;End=42584;Strand=+	99.729	369	1	0	76	444	1	369	0	676
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1206059;End=1206358;Strand=-	Seqid=LMGT_4071_7;Start=42565;End=42864;Strand=+	95.333	300	14	0	1	300	1	300	9.71e-136	477
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1205650;End=1206039;Strand=-	Seqid=LMGT_4071_7;Start=43022;End=43273;Strand=+	100	252	0	0	139	390	1	252	2.77e-132	466
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1205650;End=1206039;Strand=-	Seqid=LMGT_4071_7;Start=43230;End=43433;Strand=+	100	44	0	0	347	390	1	44	1.17e-16	82.4
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1204972;End=1205490;Strand=-	Seqid=LMGT_4071_7;Start=43433;End=43951;Strand=+	99.422	519	3	0	1	519	1	519	0	942
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1202323;End=1203675;Strand=-	Seqid=LMGT_4071_7;Start=45248;End=46600;Strand=+	99.852	1353	2	0	1	1353	1	1353	0	2488
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1200858;End=1202336;Strand=-	Seqid=LMGT_4071_7;Start=46587;End=48065;Strand=+	99.865	1479	2	0	1	1479	1	1479	0	2721
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1197297;End=1198355;Strand=-	Seqid=LMGT_4071_7;Start=50568;End=51626;Strand=+	99.906	1059	1	0	1	1059	1	1059	0	1951
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1192508;End=1193845;Strand=-	Seqid=LMGT_4071_7;Start=55078;End=56415;Strand=+	99.776	1338	3	0	1	1338	1	1338	0	2455
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1181605;End=1182225;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	100	621	0	0	1	621	1	621	0	1147
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1180203;End=1181330;Strand=-	Seqid=LMGT_4071_7;Start=67597;End=68724;Strand=+	99.911	1128	1	0	1	1128	1	1128	0	2078
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1176054;End=1176941;Strand=-	Seqid=LMGT_4071_7;Start=70489;End=71376;Strand=+	100	888	0	0	1	888	1	888	0	1640
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1164865;End=1165752;Strand=-	Seqid=LMGT_4071_7;Start=81678;End=82565;Strand=+	99.887	888	1	0	1	888	1	888	0	1635
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1159535;End=1161292;Strand=-	Seqid=LMGT_4071_7;Start=86138;End=87895;Strand=+	99.943	1758	1	0	1	1758	1	1758	0	3241
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1158653;End=1159195;Strand=-	Seqid=LMGT_4071_7;Start=88235;End=88777;Strand=+	99.816	543	1	0	1	543	1	543	0	998
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1157270;End=1158223;Strand=-	Seqid=LMGT_4071_7;Start=89207;End=90160;Strand=+	99.79	954	2	0	1	954	1	954	0	1751
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1155898;End=1157277;Strand=-	Seqid=LMGT_4071_7;Start=90153;End=91532;Strand=+	99.928	1380	1	0	1	1380	1	1380	0	2543
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1154120;End=1155748;Strand=-	Seqid=LMGT_4071_7;Start=91682;End=93289;Strand=+	98.343	1629	6	4	1	1629	1	1608	0	2839
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1056359;End=1057258;Strand=-	Seqid=LMGT_4071_1;Start=11150;End=12049;Strand=+	100	900	0	0	1	900	1	900	0	1663
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1055038;End=1055988;Strand=-	Seqid=LMGT_4071_1;Start=12420;End=13370;Strand=+	99.895	951	1	0	1	951	1	951	0	1751
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1032442;End=1033533;Strand=-	Seqid=LMGT_4071_1;Start=33540;End=34631;Strand=+	99.908	1092	1	0	1	1092	1	1092	0	2012
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1010546;End=1010899;Strand=-	Seqid=LMGT_4071_1;Start=56175;End=56528;Strand=+	98.588	354	5	0	1	354	1	354	1.09e-180	627
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=995164;End=996618;Strand=-	Seqid=LMGT_4071_1;Start=70456;End=71910;Strand=+	99.931	1455	1	0	1	1455	1	1455	0	2682
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=994709;End=995023;Strand=-	Seqid=LMGT_4071_1;Start=72051;End=72365;Strand=+	99.365	315	2	0	1	315	1	315	4.56e-164	571
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=988920;End=990302;Strand=-	Seqid=LMGT_4071_1;Start=76772;End=78154;Strand=+	99.928	1383	1	0	1	1383	1	1383	0	2549
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=987130;End=987987;Strand=-	Seqid=LMGT_4071_1;Start=79087;End=79944;Strand=+	99.883	858	1	0	1	858	1	858	0	1580
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=986173;End=986364;Strand=-	Seqid=LMGT_4071_1;Start=80710;End=80901;Strand=+	95.833	192	8	0	1	192	1	192	6.4e-86	311
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=894988;End=897582;Strand=-	Seqid=LMGT_4071_1;Start=169492;End=172086;Strand=+	99.846	2595	4	0	1	2595	1	2595	0	4771
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=892377;End=894986;Strand=-	Seqid=LMGT_4071_1;Start=172088;End=174697;Strand=+	100	2610	0	0	1	2610	1	2610	0	4820
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=857164;End=858861;Strand=-	Seqid=LMGT_4071_1;Start=208213;End=209910;Strand=+	100	1698	0	0	1	1698	1	1698	0	3136
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=792801;End=793730;Strand=-	Seqid=LMGT_4071_1;Start=273489;End=274418;Strand=+	99.892	930	1	0	1	930	1	930	0	1712
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=762813;End=763364;Strand=-	Seqid=LMGT_4071_1;Start=304106;End=304657;Strand=+	100	552	0	0	1	552	1	552	0	1020
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=760426;End=762105;Strand=-	Seqid=LMGT_4071_1;Start=305365;End=307044;Strand=+	99.94	1680	1	0	1	1680	1	1680	0	3097
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=755777;End=756010;Strand=-	Seqid=LMGT_4071_1;Start=311459;End=311692;Strand=+	100	234	0	0	1	234	1	234	1.63e-122	433
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=752984;End=754687;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	87.5	496	61	1	1165	1660	124	618	2.59e-163	571
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=752984;End=754687;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	91.729	133	11	0	1	133	1	133	3.95e-47	185
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=663375;End=665138;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	87.097	496	63	1	1165	1660	124	618	5.82e-160	560
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=663375;End=665138;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	91.729	133	11	0	1	133	1	133	4.09e-47	185
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=584147;End=584311;Strand=-	Seqid=LMGT_4071_6;Start=510;End=674;Strand=+	100	165	0	0	1	165	1	165	2.53e-84	305
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=577030;End=577452;Strand=-	Seqid=LMGT_4071_6;Start=7369;End=7791;Strand=+	100	423	0	0	1	423	1	423	0	782
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=571149;End=571895;Strand=-	Seqid=LMGT_4071_6;Start=12926;End=13672;Strand=+	99.465	747	4	0	1	747	1	747	0	1358
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=569589;End=570335;Strand=-	Seqid=LMGT_4071_6;Start=14486;End=15232;Strand=+	97.055	747	22	0	1	747	1	747	0	1258
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=567897;End=568628;Strand=-	Seqid=LMGT_4071_6;Start=16191;End=16922;Strand=+	96.585	732	25	0	1	732	1	732	0	1214
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=506591;End=506663;Strand=-	Seqid=LMGT_4071_6;Start=36241;End=36313;Strand=+	100	73	0	0	1	73	1	73	1.33e-33	135
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=476674;End=477168;Strand=-	Seqid=LMGT_4071_6;Start=65735;End=66229;Strand=+	99.798	495	1	0	1	495	1	495	0	909
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=475430;End=476659;Strand=-	Seqid=LMGT_4071_6;Start=66244;End=67473;Strand=+	99.756	1230	3	0	1	1230	1	1230	0	2255
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=460026;End=460910;Strand=-	Seqid=LMGT_4071_6;Start=81994;End=82878;Strand=+	99.887	885	1	0	1	885	1	885	0	1629
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=457714;End=459219;Strand=-	Seqid=LMGT_4071_6;Start=83685;End=85190;Strand=+	99.867	1506	2	0	1	1506	1	1506	0	2771
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=456111;End=457037;Strand=-	Seqid=LMGT_4071_6;Start=85808;End=86734;Strand=+	99.784	927	2	0	1	927	1	927	0	1701
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=411116;End=411991;Strand=-	Seqid=LMGT_4071_5;Start=86798;End=87673;Strand=-	99.886	876	1	0	1	876	1	876	0	1613
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=401326;End=402429;Strand=-	Seqid=LMGT_4071_5;Start=77009;End=78112;Strand=-	99.638	1104	4	0	1	1104	1	1104	0	2017
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=365917;End=367209;Strand=-	Seqid=LMGT_4071_5;Start=43749;End=45041;Strand=-	99.613	1293	5	0	1	1293	1	1293	0	2361
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=360973;End=361767;Strand=-	Seqid=LMGT_4071_5;Start=38805;End=39599;Strand=-	99.874	795	1	0	1	795	1	795	0	1463
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=359150;End=359893;Strand=-	Seqid=LMGT_4071_5;Start=36982;End=37725;Strand=-	99.866	744	1	0	1	744	1	744	0	1369
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=345061;End=345987;Strand=-	Seqid=LMGT_4071_5;Start=22893;End=23819;Strand=-	99.458	923	5	0	1	923	1	923	0	1677
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=343985;End=344911;Strand=-	Seqid=LMGT_4071_5;Start=21817;End=22743;Strand=-	96.872	927	29	0	1	927	1	927	0	1552
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=289448;End=289753;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	88.166	169	20	0	135	303	123	291	6.68e-53	202
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=116495;End=118267;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	87.5	496	61	1	1165	1660	124	618	2.7e-163	571
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=116495;End=118267;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	91.729	133	11	0	1	133	1	133	4.11e-47	185
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=77181;End=78674;Strand=-	Seqid=LMGT_4071_2;Start=23384;End=24877;Strand=+	83.856	1499	232	10	1	1494	1	1494	0	1419
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=66238;End=67911;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	87.5	496	61	1	1165	1660	124	618	2.55e-163	571
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=66238;End=67911;Strand=-	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	91.729	133	11	0	1	133	1	133	3.88e-47	185
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=54286;End=55356;Strand=-	Seqid=LMGT_4071_3;Start=2100;End=3170;Strand=+	99.16	1071	9	0	1	1071	1	1071	0	1929
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=51851;End=52657;Strand=-	Seqid=LMGT_4071_3;Start=4800;End=5606;Strand=+	99.752	807	2	0	1	807	1	807	0	1480
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=51594;End=51785;Strand=-	Seqid=LMGT_4071_3;Start=5672;End=5863;Strand=+	98.958	192	2	0	1	192	1	192	6.31e-96	344
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=45136;End=46311;Strand=-	Seqid=LMGT_4071_3;Start=11146;End=12321;Strand=+	99.745	1176	3	0	1	1176	1	1176	0	2156
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=45136;End=46311;Strand=-	Seqid=LMGT_4071_3;Start=12275;End=14113;Strand=+	100	47	0	0	1130	1176	1	47	7.86e-18	87.9
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=43344;End=45182;Strand=-	Seqid=LMGT_4071_3;Start=12275;End=14113;Strand=+	99.891	1839	2	0	1	1839	1	1839	0	3386
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=43344;End=45182;Strand=-	Seqid=LMGT_4071_3;Start=11146;End=12321;Strand=+	100	47	0	0	1	47	1130	1176	1.24e-17	87.9
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=41098;End=43347;Strand=-	Seqid=LMGT_4071_3;Start=14110;End=16359;Strand=+	99.956	2250	1	0	1	2250	1	2250	0	4150
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=40199;End=40942;Strand=-	Seqid=LMGT_4071_3;Start=16515;End=17258;Strand=+	100	744	0	0	1	744	1	744	0	1375
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=36343;End=36609;Strand=-	Seqid=LMGT_4071_3;Start=20852;End=21241;Strand=+	100	260	0	0	1	260	1	260	6.62e-137	481
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=25431;End=26267;Strand=-	Seqid=LMGT_4071_3;Start=31199;End=32035;Strand=+	99.761	837	2	0	1	837	1	837	0	1535
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=20549;End=21649;Strand=-	Seqid=LMGT_4071_3;Start=35817;End=36917;Strand=+	99.909	1101	1	0	1	1101	1	1101	0	2028
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=20549;End=21649;Strand=-	Seqid=LMGT_4071_3;Start=36825;End=37037;Strand=-	100	93	0	0	1009	1101	213	121	1.97e-43	172
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=12103;End=12264;Strand=-	Seqid=LMGT_4071_3;Start=45202;End=48864;Strand=+	100	159	0	0	1	159	1	159	5.37e-81	294
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=8602;End=11811;Strand=-	Seqid=LMGT_4071_3;Start=45202;End=48864;Strand=+	99.938	3210	2	0	1	3210	454	3663	0	5917
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=1232;End=2611;Strand=+	Seqid=LMGT_4071_3;Start=54855;End=56234;Strand=-	99.783	1380	3	0	1	1380	1	1380	0	2532
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=4609;End=5331;Strand=+	Seqid=LMGT_4071_3;Start=52135;End=52857;Strand=-	99.862	723	1	0	1	723	1	723	0	1330
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=6440;End=6802;Strand=+	Seqid=LMGT_4071_3;Start=50664;End=51026;Strand=-	99.725	363	1	0	1	363	1	363	0	665
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=7977;End=8549;Strand=+	Seqid=LMGT_4071_3;Start=48917;End=49492;Strand=-	99.825	573	1	0	1	573	4	576	0	1053
